Post,Hate,,
מסכן חולה נפש,1,,
כל כך מזכיר את הילד המגודל מי אלכס חולה אהבה!,1,,
יצא לו הגנץ... בחור חביב ונחמד בסה'כ. מישהו הכניס אותו למקום שלא מתאים לו. מסכן,0,,
חוץ מלשים רגליים לכל החלטה מה הוא עוד עשה ? קח חכה ולך תדוג בים המלח ..טמבל .,1,,
צודק אין מה להתנצל,0,,
"וואוו והאיש הזה היה רמטכ""ל :( רק מראה שהצבא מעצים כסילים והצבא הוא כר פורה לעיקרון הפיטרי :(",0,,
חחחחח טוב שהיית שם ויתר טוב אם תמשיך שם תהגן עלינו 👍🏼 יזבל🤗,1,,
תראו הוכחה שגנץ אמר את זה,0,,
"גנץ הוא ראש הממשלה התחליפי,, כשה מדובר בתחליפי ולא באורגנל הזבל צף...",1,,
בושה וחרפה 🤮,0,,
הנעל הזה לא מפסיק להקיא שטויות,1,,
הדביל השתבש לגמרי,0,,
שליברמן יפנה לו מקום במריצה..חלאת אדם,1,,
טמבל אין מילים 🤣🤣,1,,
מהלחץ יוצא לא כל המירמור והתיסכול,0,,
גנץ עלוב שבעלובים בושה שקיבלתה התיחסות מנתניהו.ישנו מנהיג אחד במדינה .רק נתניהו.,0,,
אתה זבל שבזבלים,1,,
חחחחחח טיפש,1,,
מפגר עם דרגות ...,1,,
גנץ לא צריך להתנצל זבל זו מחמאה,1,,
גנץ יה מטאטא כביש זבלה תקרא לאישתך המחבלת שמפריעה לחיילי צהל במחסומים יה אפס מגמגם מסכן,1,,
"זה היה רמטכ""להשני שמזהה תהליכים היה סגן רמטכ""לעכשיו ברור לכולםלמה הפצ""ר הוא האיש הכי חזק בצה""ל?",0,,
"שראש הממשלה אמר ""תחלואה"" האדמה רעדה, רק אומר",0,,
"למדו מילה ""זבל""בושה בושה",1,,
מטומטם גנץ היה לך גוש שיכול לעיף את המושחת הזה בין הסורגים אבל לא עשיתה עכשיו תלקק את 💩💩,1,,
"בני גנץ ,על מה אתה מתנצל ????נתניהו , הוא נוכל - רמאי עם דיפלומה !!!! באשר למה שעולל לך , הכינוי ""זבל "" עדיין בגדר מחמאה !!! .",1,,
מתנצל על הגסות....אבל טפו על בני גנץ !!!!,1,,
למי קראת זבל אתה אה למי,0,,
"יאללהגנץ,שחררנו..",0,,
"מרגע לרגע הגועל שבו נחשף, מזעזע",1,,
כבוד לביבי שהצליח לפרק אותך לגורמים .אין לך יותר מה לחפש בכנסת .,0,,
די גנץ אתה גמור אחי היקר לך לחופש אתה עמוס ממורמר,0,,
הזבל הזה עשה אותך רמטכל טמבל מגודל,1,,
אדון גנץארוך כמו שרוך וטיפש כמו נעל. איש חסר אישיות.,1,,
די לחלום חזור למציאות,0,,
חלאס גנץ אתה גמור טוטאלית לך לטייל,0,,
"איך איייך הטמבל הזה היה רמטכ""ל ?! ה' ישמור איזה אידיוט. 🤮",1,,
יש לי חדשות לגנץ. נתניהו היה במשרד הביטחון הרבה לפני שאתה היית שם.,0,,
פורסט גנץ שכח לקחת את הכדורים שלו הבוקר.,0,,
מה קורה לכם פולטיקאים ????? נעלם הכבוד העצמי ?????? כבוד לאדם??????? יום אחרי כולנו עם אחד !!!!!!!,0,,
איש משדר לחץ מבולבל חסר עמוד שידרה .רמאד גדול .,1,,
המימד החמישי,0,,
עוד מסכן,0,,
חמור לובש בגדים,1,,
"פרשת גנץ, בושה!",0,,
כולם הזהירו אותך מהזבל יאאה שודד הקולות🤣,1,,
"לא עושים עסקים עם נוכלים , ביבי נתניהו נוכל מספר 1",1,,
גם ראש ממשלה חליפי אתה לא תהיה כי אתה דבאעעעע,1,,
לך תעשה חמוצים חסר עמוד שדרה פחדן,1,,
"מסכן גנץ, למה הלך לפוליטיקה בכללל???היה נשאר רמטכל לשעבר יותר מכובד מאשר האיש שרצה להחליף את ביבי והתרסק!!!אביב כוכבי (הרמטכל ) היקר, לא להגיע לפוליטיקה !!!!",0,,
אחד יותר גרוע מהשני.,0,,
"לך, לך צא מהחיים שלנו גולם.",1,,
גנץ הוא הזבל!!! מקווה שבשבוע הבא הוא יעוף הביתה ונקים ממשלת ימין מלא מלא.....,1,,
תמשיכו להצביע לשקרן ביבי ראש הממשלה השמאלני בהיסטוריה,1,,
מורשת ביבי...,0,,
"מזלם שהם ""בני דודים"", אחרת מזמן הם היו מסולקים משם",1,,
נחשון יוגב מה שראינו?,0,,
"עוד קצת סבלנות, עוד 10 ימים תעלה לשלטון מפלגת הליכוד והיא בטח תפגין משילות וריבונות בניגוד למפלגה ששלטת כבר 13 שנה",0,,
מדהים איך ששודדים את אדמות המדינה ולאף אחד לא איכפת,0,,
רק בגץ אשם,0,,
כמה מרתיח. עם הגישה המתרפסת הזאת אי אפשר להחזיק שלטון חוק.,0,,
"ביבי ה""ימני""שלכם זנח את הארץ והעם.",0,,
שכפץ מביבי שהבטיח להם מיליארד שח באוהל שישב איתם לקפה! רק ביבי אשם שאין מישילות והבדואיים עושים מה שהם רוצים.. מורשת חאן אל אחמר בחסות ביבי הסמרטוט,1,,
מזה הבדואים הבדואים הבדואים ????????????????,1,,
קנאי קנאים תחיי תחיו ותסבול ותסבלו . לכל אדם מסית,0,,
תנועת בני זונות אין לכם מה לעשות בחיים חוץ מהבדואים,1,,
רק ביבי ! לשים פתק מחל ! רוצים חאן אל אחמר ז' ? הצביעו ביבי !,0,,
"המדיניות של ביבי היא לאפשר יצירת השתלטות טריאטוריאלית מבלי לכונן את זה בהסכמים וליידע את הציבור, וסמוטריץ עוד תומך בו...פשוט הזוי מה שקורה בפוליטיקה של הימין.",0,,
נתניהו. ימין. חזק.,0,,
למה הצבא לא משתמש במקום כשטח אש לחיל אוויר חוסך מקום ומנקה את הבעיה,0,,
רק חסר בריכה באמצע 🏖,0,,
מי ראש הממשלה תזכירו לי???,0,,
ימנאיק תנו לאנשים לחיות בשקט ירשעים האדמות של האל והוא נתן אותם בשביל כולנו והסוף של כול אחד זה הקבר ימגעילים,1,,
ממש מקומם.,0,,
ביבי מתחנף לערבים. במקום להתייחס לפשע ולגניבת אדמות ולאונס של הילדה - לא שןמעים ממנו מילה על כך ולהיפך...רץ להתחנף להם. בושה וחרפה. ושום גיבוי לשוטרים.בושה,1,,
בכל אופן כל הכבוד לכם,0,,
רגבים אין עוד פולשים וגנבי קרקעות כל עוד אתם נמצאים תתחילו בעצמכם מהמנכל עד לרכז כל הדג מסריח,1,,
"ביבי - ""ימין חזק""",0,,
רק ביבי הסמרטוט אשם,1,,
זה לא המדינה זה הפרקליטים השמלנים.יש לבדוק מי מאשר את התשובות בפרקליטות ולהגיש קובלנה משפטית נגד.,0,,
רגבים לא יעזור לכם יושבים לכם על הלב,0,,
Itsik Chiprout אתה מבין על מה אני מדבר,0,,
כנראה אתם יש לכם רק בעיה עם הבדואים אתה יכול לרשום משהו את בא לך בקיצור אנחנו לפניכם ונשארים אחריךכמה שהורסים כמה שבונים לא לא מפטרים על הנגב,0,,
בואו נקים חאן אל אחמאר יהודי,0,,
הבדואים בארץ הזאות לפני שההורים שלך יעלו לארץ,0,,
"נראה לי שבית המשפט פועל ממדינה בארופה, אחרת אין שום סיכוי שזה אמיתי..",0,,
ביבי אשם בכל כמו עיםהמיסתננים אין אמונה בנושא הזה ביביגם אים בן גביר יהיה בממשלה ביבי לא יתן לו לנגוע בהם כי הוא מפחד מהאיחוד האירופאי ובית המישפט בדנההך,0,,
ביבי שמאל עובד על כולם,0,,
"איף מה כואב לכם הכוס, בני מיעוט שגרים בפחונים במדבר, תנו להם לחיות בשקט",0,,
אחרי הבחירות הכל יסתדר,0,,
נתניהו טוב למוסלמים.,0,,
אי אפשר כבר עוד לשמוע על העליבות והרפיסות של ממשלת ישראל,0,,
"ככה לא ! בונים מדינה ,אבל הורסים את המעט שיש בושה למערכת המשפטית שאינה מבינה את מקומה !!!",0,,
אתם חולים פסיכיאטרים הסובלים מסכיזופרניה הההה,1,,
מדינת חלם בוגדנית שנדרשת לבעיטה הפכנית,0,,
מקומם ומסוכן מאוד,0,,
נמאס מבתי המשפט,0,,
רגבים מחזירים את הריבונות למדינה בעיקר על חשבון אוכלוסיות מוחלשות שאינן יהודיות... מי אמר תורת הגזע ולא קיבל?????,0,,
בואו נפלוש גם אנחנו,0,,
"שווה לפלוש , אבל בעיר תעשה פרגולה או מרפסת קטנה ירימו אותך על טיל .",0,,
אתם בולשים יזנות,1,,
הפקידים קובעים את סדר היום של המדינה,0,,
"זכותו של כל אזרח לחיות בכל חלקי כדור הארץ, הארץ לכולם.",0,,
פרשת השופטים - בושה,0,,
"זו עובדה שאין יותר חוקים במדינת ישראל, מדינתו בארצו מולדתו של העם היהודי, ורק של העם היהודי ושל אף עם אחר שהוא החי בארץ ישראל !!!!!!!",1,,
בֶּדוּאִי תג על רוש תנועה רגבים גזען,1,,
רק איתמר ישים סוף לחרא שהמערכת המשפטית הבזויה שיש כאן מסכימה ! אם אני פותח חלון חדש בבית ישר עירייה משטרה דוחות בית משפט קנס והריסה תוך חודש ! שם הכל מותר,1,,
תנועת רגבים פאשיסתים 🤮,1,,
לכל הגזענים תגידו תודה שיש לכם את הערבים להתעסק איתם.אחרת הייתם אוכלים אחד את השני וכנראה זה מה שיקרה בסוף,0,,
ואתם עוד רוצים לבחור בביבי .שמבלף אותנו 30 שנה,0,,
"מה אפשר לצפות מהמדינה , אם בראשה עומד דרעק מושחת עד העצמות . לבקש מארה""ב לקחת את הנבלה כמו שלקחו את נורייגה .",0,,
"למה , למה , למה אלוהים ברא את הבדואים וגם העניש אותנו ? בבקשה , קצת רחמנות .",1,,
"חולי נפש, מתעסקים עם האנשים העניים ביותר במדינה. צרות עין של אפסים",1,,
בני זנות,1,,
בני זנות רגבים,1,,
ביבי שמאל חלש,0,,
כמה אנחנו נאיביים. נשלם מחיר כבד.,0,,
"יופי....ואז נקבל קורונה תוצרת חוץ...ככה זה כשיש ""גאונים"" בממשלה",0,,
שישארו שם ולא יביאו לנו וראיינטים חדשים .,0,,
הרגתם את כת רק לא ביבי.,0,,
תצחקו תצחקו זה האמת,0,,
אבל האירופאים לא מחוסנים זה מסוכן שידביקו לא,0,,
והם מחוסנים?,0,,
ולהביא לנו מוטציות?,0,,
"אם לא אפשרי לעשות סלקציה בין מחוסנים ללא מחוסנים עם בדיקות קורונה מהירות גם לשדה התעופה, אז מה זה משנה ישראלי או תייר? לפחות הכלכלה תקבל הנשמה מיידית",0,,
Assaf Itziksonיש מצב שאתה מוציא פה תגובה פנינה?,0,,
Aviad Shmaia תסתכל טוב תראה אותך עם הציליה מאחורה,0,,
שלא יחזירו לנוו מוטציותתתתת בייייייי,0,,
בזכות ביבי הענק אתר וואלה לפרגן למלך ❤️❤️,0,,
זה מה שחסר לנו,0,,
"כסף כסף כסף על חשבון הבריאות והחיים של כולנו נתב""ג צריך להישאר סגור לטיסות תיירים",0,,
הבה לנו וריאנטים אירופאיים עוד ועוד,0,,
והם יביאו לנו את כל המוטציות,0,,
נו סהכ זה מאוד הגיוני להכניס לפה מיליוני תיירים מאומתים אחרת איך נמכור לעם הניסוי את חיסון 3-10?,0,,
"איזה יעד חם ואיזה נעליים? אנחנו באשליה שהכול נגמר. הרי יהיו עוד מוטציות ומכות אחרות שירדו עלינו בצורה סדרתית. האנושות הגיעה לשלב בהתפתחות שהיא לא יכולה להמשיך באותה הצורה שבה התפתחה והתקיימה עד היום. הגענו לשיא של ההתפתחות האגואיזם האנושי בכל תחום. מצצנו שאבנו והרסנו את הטבע ואחד את השני. אבל הטבע נשאר הטבע. זו מערכת שפועלת תחת חוק האיזון ומשתוקקת לאיזון באופן בלתי פוסק. והאיזון הזה דווקא תלוי באנושות, כי חוץ מהמין אנושי, כל יתר דרגות הטבע- הדומם, הצומח והחי, נמצאים באיזון, חיבור והשלמה. עכשיו תורנו להשיג איזון חיבור והשלמה ביחסים בינינו. חוק זה חוק. וחוק האיזון, החיבור וההשלמה זה בדיוק כמו חוק המשיכה. ברגע שמפרים את החוק הזה, מקבלים תגובה לא נעימה.",0,,
